Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,year,Amount in Millions
UpScalio,2021.0,Gurugram,E-Commerce & Retail,"UpScalio is India’s next generation, data-driven consumer goods company.",Gautam Kshatriya,Inflection Point Ventures,42000000.0,Seed,2021,42.0
Yellow Class,2020.0,Gurugram,Technology,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on","Anshul Gupta, Arpit Mittal",Elevation Capital,6000000.0,Seed,2021,6.0
Yojak,2019.0,Gurugram,Technology,India’s first B2B online marketplace for building material.,Anuj Jain,Info Edge Ventures,3800000.0,Seed,2021,3.8
CreatorStack,2019.0,Bangalore,Technology,Helping creators globally to engage deeply with their fans and communities,"Ankit Acharya, Kevin William David",Accel,2000000.0,Seed,2021,2.0
Expertrons,2019.0,Mumbai,Technology,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2300000.0,Seed,2021,2.3
Rage Coffee,2018.0,New Delhi,"Food, Hospitality, Tourism & Travel","Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",Bharat Sethi,Sixth Sense Ventures,5000000.0,Seed,2021,5.0
Klub,2019.0,Bangalore,Finance,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,"Anurakt Jain, Ishita Verma","9Unicorns, Sequoia Capital India’s Surge",20000000.0,Seed,2021,20.0
Navia Life Care,2016.0,New Delhi,Technology,Navia Life Care is a health technlogy company with a special focus on patient care.,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns",1000000.0,Seed,2021,1.0
1K Kirana Bazaar,2018.0,Gurugram,Technology,India's First and Largest Network of Small-Town Kirana Stores,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh","Info Edge, FalconEdge",7000000.0,Seed,2021,7.0
Zupee,2018.0,Gurugram,"Fashion, Sports, Entertainment, Media & Arts","Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications","Dilsher Singh, Siddhant Saurabh","WestCap Group, Tomales Bay Capital",30000000.0,Seed,2021,30.0
Locale.ai,2019.0,Bangalore,Technology,Location Analytics for Companies With Moving Assets and Ground Operations.,"Rishabh Jain, Aditi Sinha","Chiratae Ventures, Better Capital",1000000.0,Seed,2021,1.0
VerSe Innovation,2018.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts","The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",Umang Bedi,"Siguler Guff, Baillie Gifford",450000000.0,Seed,2021,450.0
MetroRide,2020.0,Bangalore,Transport & Logistics,"Urban Mobility Affordable, Punctual & Sustainable.","Girish Nagpal, Kaaman Agarwal",Inflection Point Ventures,3500000.0,Seed,2021,3.5
Miko,2015.0,Mumbai,E-Commerce & Retail,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000.0,Seed,2021,28.0
Whiz League,2020.0,New Delhi,Technology,Revolutionizing learning experience that goes beyond academia,"Natasha Jain, Sonia Agarwal Bajaj",ITI Growth Opportunities,300000.0,Seed,2021,0.3
Hash,2020.0,New Delhi,Agriculture,Hash is a new startup in consumer goods.,Shwetank Jain,Amrac Investment Trust,3500000.0,Seed,2021,3.5
Unacademy,2015.0,Bangalore,Technology,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia,3500000.0,Seed,2021,3.5
Log 9 Materials,2014.0,Bangalore,Technology,Log9 Materials is on a mission to make global energy 100% clean.,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,8500000.0,Series,2021,8.5
upGrad,2015.0,Mumbai,Technology,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.","Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",India Infoline Finance,25000000.0,Seed,2021,25.0
FlashPrep,2020.0,Bangalore,Technology,FlashPrep is the smart way to master learning.,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,500000.0,Pre-seed,2021,0.5
Kenko Health,2019.0,Mumbai,Technology,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience","Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios",1700000.0,Series,2021,1.7
Wiz Freight,2020.0,Chennai,Technology,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.","Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor,3500000.0,Seed,2021,3.5
Credgenics,2018.0,New Delhi,Finance,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners",25000000.0,Series,2021,25.0
BlueLearn,2020.0,Goa,Technology,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!","Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000.0,Undisclosed,2021,0.4
NimbleBox.ai,2018.0,Chennai,Technology,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts,1000000.0,Seed,2021,1.0
Pickrr,2015.0,Gurugram,Technology,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital",12000000.0,Series,2021,12.0
Stellaris Venture Partners,2015.0,Bangalore,Technology,Early-stage tech VC in India.,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",Inflection Point Ventures,225000000.0,Seed,2021,225.0
Grip Invest,2020.0,Gurugram,Finance,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners",3000000.0,Series,2021,3.0
Heads Up For Tails,2008.0,New Delhi,Technology,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",Rashi Sanon,"Verlinvest, Sequoia Capital India",37000000.0,Series,2021,37.0
Blue Tokai Coffee Roasters,2012.0,New Delhi,"Food, Hospitality, Tourism & Travel","Source, roast, and brew India's best single-origin Arabica coffee.","Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,2000000.0,Series,2021,2.0
Neeman,2017.0,Hyderabad,E-Commerce & Retail,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Taran Chhabra,Sixth Sense Ventures,2000000.0,Series,2021,2.0
BharatPe,2018.0,New Delhi,Technology,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.","Ashneer Grover, Shashvat Nakrani",Tiger Global,370000000.0,Series,2021,370.0
GoSats,2020.0,Bangalore,Technology,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000.0,Seed,2021,0.7
StockGro,2020.0,Bangalore,Technology,Making Investment Social- India's First Social Trading Platform,Ajay Lakhotia,"Roots Ventures, Velo Partners",5000000.0,Series,2021,5.0
Onsurity,2020.0,Bangalore,Technology,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!","Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,16000000.0,Series,2021,16.0
Khabri,2017.0,Gurugram,"Fashion, Sports, Entertainment, Media & Arts",Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,"Pulkit Sharma, Aankit Roy, Sandeep Singh",Inflection Point Ventures,2000000.0,Series,2021,2.0
Celcius,2020.0,Mumbai,Transport & Logistics,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners",500000.0,Seed,2021,0.5
AyuRythm,2017.0,Bangalore,Technology,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,Abhilesh Gupta,SucSEED Indovation Fund,3500000.0,Seed,2021,3.5
Enguru,2014.0,Bangalore,Technology,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",3500000.0,Series,2021,3.5
Rocket Skills,2020.0,Gurugram,Technology,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital",200000.0,Pre-seed,2021,0.2
RenewBuy,2015.0,Gurugram,Technology,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",Balachander Sekhar,Evolvence Capital,10000000.0,Series,2021,10.0
Faarms,2020.0,Bangalore,Technology,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,"Taranbir Singh, Alok Duggal",Inflection Point Ventures,2000000.0,Seed,2021,2.0
UrbanMatrix Technologies,2019.0,Chennai,Technology,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI,100000.0,Seed,2021,0.1
Jupiter,2019.0,Mumbai,Finance,"A digital banking experience that keeps pace with you, and helps master money too.",Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000.0,Series,2021,44.0
Pixuate,2012.0,Bangalore,Technology,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.","Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund,1000000.0,Seed,2021,1.0
Playo,2014.0,Bangalore,Technology,Playo is a one stop destination app for all things sports,Daanish Suhail,ah! Ventures High Tables,500000.0,Series,2021,0.5
Toothsi,2018.0,Mumbai,HealthCare,India’s first and largest at home smile makeover service using invisible aligners.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000.0,Series,2021,20.0
Soothe Healthcare,2012.0,New Delhi,E-Commerce & Retail,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",Sahil Dharia,A91 Partners,10000000.0,Series,2021,10.0
Goodmeetings,2020.0,Bangalore,Technology,AI-Based Platform Built Exclusively for Remote Selling,Srinivasan Narayan,Chiratae Ventures,1700000.0,Series,2021,1.7
Apnaklub,2020.0,Bangalore,E-Commerce & Retail,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,"Shruti, Manish Kumar",Sequoia’s Surge,3500000.0,Seed,2021,3.5
ChefKart,2020.0,Gurugram,E-Commerce & Retail,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.","Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures",300000.0,Pre-seed,2021,0.3
Fashinza,2020.0,Gurugram,Technology,A new-age supply chain and product development platform for the fashion industry.,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital",20000000.0,Series,2021,20.0
Fabheads,2015.0,Hyderabad,Technology,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",3500000.0,Series,2021,3.5
QuickShift,2016.0,Pune,Technology,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",Anshul Goenka,"Anicut Angel Fund, Axilor Ventures",770000.0,Seed,2021,0.77
StackBOX,2016.0,Bangalore,Technology,DISTRIBUTION SIMPLIFIED,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, CMM group",1200000.0,Seed,2021,1.2
MedPrime Technologies,2014.0,Thane,Technology,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.","Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha",3500000.0,Seed,2021,3.5
infra.market,2016.0,Hyderabad,Real Estate,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,"Souvik Sengupta, Aaditya Sharda",Tiger Global,125000000.0,Series,2021,125.0
CollegeDekho,2015.0,Gurugram,Technology,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",Ruchir Arora,"Disrupt ADQ, QIC",35000000.0,Series,2021,35.0
BOX8,2012.0,Mumbai,"Food, Hospitality, Tourism & Travel",India's Largest Desi Meals Brand,"Anshul Gupta, Amit Raj",Tiger Global,40000000.0,Seed,2021,40.0
Simpl,2015.0,Bangalore,E-Commerce & Retail,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards","Nitya, Chaitra Chidanand","Valar Ventures, IA Ventures",40000000.0,Series,2021,40.0
8i Ventures,2018.0,Mumbai,Technology,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,Vikram Chachra,Inflection Point Ventures,50000000.0,Seed,2021,50.0
PayGlocal,2021.0,Bangalore,Finance,PayGlocal is a FinTech solving for global payments acceptance,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India,4900000.0,Series,2021,4.9
Curefit,2016.0,Bangalore,Technology,Tata Digital-backed Curefit,"Mukesh Bansal, Ankit",Zomato,145000000.0,Seed,2021,145.0
Pocket FM,2018.0,Bangalore,Technology,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.","Rohan, Nishanth Srinivas, Prateek Dixit","Lightspeed, Times Group, Tanglin Venture Partners",22000000.0,Series,2021,22.0
CHARGE+ZONE,2018.0,Vadodara,Transport & Logistics,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,Kartikey Hariyani,Venture Catalysts,10000000.0,Seed,2021,10.0
PlanetSpark,2017.0,Gurugram,Education,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",13000000.0,Series,2021,13.0
LenDenClub,2015.0,Mumbai,Finance,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",10000000.0,Series,2021,10.0
CometChat,2009.0,Mumbai,Technology,"Voice, video & text chat SDKs, APIs & Plugins for Developers.","Anuj, Anant Garg",Signal Peak Ventures,10000000.0,Series,2021,10.0
AgroStar,2013.0,Pune,Technology,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.","Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise",70000000.0,Series,2021,70.0
Bizongo,2015.0,Mumbai,Technology,Bizongo is India’s largest B2B platform for made-to-order products.,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,100000000.0,Series,2021,100.0
Probus Insurance,2002.0,Mumbai,Finance,Probus Insurance is a leading InsurTech platform in India.,Rakesh goyal,BlueOrchard Impact Investment Managers,6700000.0,Seed,2021,6.7
MoEngage,2014.0,Bangalore,Technology,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,"Raviteja Dodda, Yashwanth Kumar",Steadview Capital,30000000.0,Series,2021,30.0
CloudSEK,2015.0,Bangalore,Technology,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,Rahul Sasi,MassMutual Ventures,7000000.0,Series,2021,7.0
Exponent Energy,2020.0,Bangalore,Transport & Logistics,Simplifying energy for EVs by building a Flexible Energy Stack.,"Arun Vinayak, Sanjay Byalal",YourNest VC,5000000.0,Series,2021,5.0
Trinkerr,2021.0,Bangalore,Technology,Trinkerr is India's first social trading platform.,"Manvendra Singh, Gaurav Agarwal",Accel India,6600000.0,Series,2021,6.6
Zorro,2021.0,Gurugram,Other,Pseudonymous social network platform,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",32000000.0,Seed,2021,32.0
Ultraviolette,2021.0,Bangalore,Transport & Logistics,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho",150000000.0,Series,2021,150.0
NephroPlus,2009.0,Hyderabad,Technology,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",Vikram Vuppala,IIFL Asset Management,24000000.0,Series,2021,24.0
Unremot,2020.0,Bangalore,Technology,Unremot is a personal office for consultants!,Shiju Radhakrishnan,Inflection Point Ventures,700000.0,Seed,2021,0.7
FanAnywhere,2021.0,Bangalore,Finance,Celebrity NFT platform,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital",3500000.0,Seed,2021,3.5
PingoLearn,2021.0,Pune,Technology,PingoLearn offers language learning courses with snackable videos.,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, AngelList Syndicate",200000.0,Seed,2021,0.2
Spry,2021.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts",THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover",1500000.0,Seed,2021,1.5
Enmovil,2015.0,Hyderabad,Technology,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund,1300000.0,Series,2021,1.3
ASQI Advisors,2019.0,Mumbai,Finance,Bringing Blockchain technology intro mainstream finance!,Swapnil Pawar,Founders Room Capital,1000000.0,Series,2021,1.0
Insurance Samadhan,2018.0,New Delhi,Finance,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL",725000.0,Series,2021,0.725
Evenflow Brands,2020.0,Mumbai,E-Commerce & Retail,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,"Utsav Agarwal, Pulkit Chhabra",Inflection Point Ventures,500000.0,Seed,2021,0.5
MasterChow,2020.0,Bangalore,Other,A ready-to-cook Asian cuisine brand,"Vidur Kataria, Sidhanth Madan",WEH Ventures,461000.0,Seed,2021,0.461
Fullife Healthcare,2009.0,Bangalore,Technology,Varun Khanna,Morgan Stanley Private Equity Asia,None,3500000.0,Series,2021,3.5
MoEVing,2021.0,Gurugram,Technology,"Vikash Mishra, Mragank Jain","Anshuman Maheshwary, Dr Srihari Raju Kalidindi",None,3500000.0,Seed,2021,3.5
Pristyn Care,2018.0,Gurugram,Technology,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",96000000.0,Series,2021,96.0
Plix,2018.0,Mumbai,Technology,Plant-based nutraceutical firm,"Rishubh Satiya, Akash Zaveri","Guild Capital, RPSG Capital Ventures",5000000.0,Series,2021,5.0
Uni Cards,2020.0,Bangalore,Finance,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.","Nitin Gupta, Prateek Jindal, Laxmikant Vyas","General Catalyst, Eight Roads Ventures, Elevation Capital",70000000.0,Series,2021,70.0
Practically,2018.0,Hyderabad,Technology,An experiential learning app for grades 6th to 12th.,"Subbarao Siddabattula, Charu Noheria, Ilangovel Thulasimani","NB Ventures, Earlsfield Capital",5000000.0,Seed,2021,5.0
Nestasia,2018.0,Kolkata,Technology,"Artisanal, Handmade, bio conscious crafts from South East Asia.","Aditi Murarka Agrawal, Anurag Agrawal","Varun Alagh, Sahil Barua",4000000.0,Series,2021,4.0
Vedic Cosmeceuticals,2002.0,Tamil Nadu,HealthCare,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,Mohit Goel,Sixth Sense Ventures,32000000.0,Series,2021,32.0
Juspay,2012.0,Bangalore,Technology,Enable frictionless payments for the billion Indians.,"Vimal Kumar, Ramanathan RV",SoftBank Vision Fund 2,60000000.0,Series,2021,60.0
TranZact,2017.0,Mumbai,Technology,A mission to digitize millions of Indian SMEs so they can grow better.,"Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma","Tribe Capital, Prime Venture Partners",7000000.0,Series,2021,7.0
Atomberg,2012.0,Mumbai,E-Commerce & Retail,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,"Manoj, Sibabrata Das",Jungle Ventures,20000000.0,Seed,2021,20.0
Ola,2010.0,Bangalore,Technology,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",Bhavish Aggarwal,Marquee international institutional investors,500000000.0,Seed,2021,500.0
Mohalla Tech,2015.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts","Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.","Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital,266000000.0,Series,2021,266.0
Stack,2020.0,Bangalore,Finance,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Smriti Tomar, Tushar Vyas","Y Combinator, Harvard Management",4500000.0,Seed,2021,4.5
PropReturns,2020.0,Mumbai,Real Estate,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,"Jayant Panwar, Kenish Shah","Y Combinator﻿, ﻿Goodwater Capital",1200000.0,Seed,2021,1.2
WeSkill,2020.0,Gurugram,Technology,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,"Shaurya Joshi, Shashank Patidar, Praneet Agarwal","Shrishti Sahu, Umang Vohra",4000000.0,Pre-seed,2021,4.0
Fitpage,2020.0,Mumbai,Technology,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",Vikas Singh,"Astra Ventures, Gaurav Jaitly",300000.0,Seed,2021,0.3
ShopMyLooks,2021.0,Noida,Technology,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,Rohit Jaiswal,"Capital A, Collective Artists Network",200000.0,Seed,2021,0.2
ByteLearn,2021.0,Noida,Technology,AI powered teaching assistant for 100 Mn teachers across the world,"Ashneer Grover, Shashvat Nakrani","Aditya Singhal, Nishant Sinha",9500000.0,Seed,2021,9.5
Dista,2017.0,Pune,Technology,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,"Nishant Kumar, Shishir Gokhale, Deepak Garg",Pentathlon Ventures,1200000.0,Seed,2021,1.2
OfBusiness,2015.0,Gurugram,Finance,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.","Ruchi Kalra, Asish Mohapatra","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",325000000.0,Seed,2021,325.0
Bizongo,2015.0,Hyderabad,E-Commerce & Retail,izongo is India’s largest B2B platform for made-to-order products.,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,100000000.0,Series,2021,100.0
FRND,2019.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts",FRND is an audio dating app for Bharat,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",KRAFTON,6500000.0,Series,2021,6.5
Metadome,2017.0,Bangalore,Technology,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.","Kanav Singla, Prashant Sinha, Shorya Mahajan","Chiratae Ventures, Lenskart Vision Fund",4000000.0,Series,2021,4.0
Keka HR,2014.0,Hyderabad,Technology,Keka is a simple and intuitive HR software unlike the traditional HR systems.,Vijay Yalamanchili,Recur Club,1600000.0,Seed,2021,1.6
The Gourmet Jar,2012.0,Noida,"Food, Hospitality, Tourism & Travel","The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",Apeksha Jain,DevX Venture Fund,150000.0,Seed,2021,0.15
Flo Mobility,2019.0,Bangalore,Technology,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.","Manesh Jain, Mohan Kumar","DevX Venture Fund, Blume Founder Fund",400000.0,Seed,2021,0.4
Yodacart,2019.0,Thane,E-Commerce & Retail,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,Vikas Sharma,Ajith Daneil,225000.0,Pre-seed,2021,0.225
TheHouseMonk,2019.0,Bangalore,Real Estate,A complete property management software platform for team&customers.,"Ajay Kumar, Balaji Varadharajan",Aurum Proptech,5000000.0,Seed,2021,5.0
Zepto,2021.0,Bangalore,E-Commerce & Retail,"Ability to consistently deliver 2,500+ products in 10 minutes flat.","Aadit Palicha, Kaivalya Vohra",Y-Combinator,100000000.0,Seed,2021,100.0
Sirona Hygiene,2015.0,New Delhi,Technology,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",Deep Bajaj,The Good Glamm Group,10000000.0,Seed,2021,10.0
Jumbotail,2015.0,Bangalore,E-Commerce & Retail,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores","S Karthik Venkateswaran, Ashish Jhina",Invus,85000000.0,Series,2021,85.0
Captain Fresh,2019.0,Bangalore,Technology,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Utham Gowda,"Tiger Global, Prosus Ventures",40000000.0,Series,2021,40.0
Deciwood,2018.0,New Delhi,E-Commerce & Retail,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",Ananya Meena,"Shuru Up, Ankit Kedia, Arun Gupta",200000.0,Seed,2021,0.2
Kohbee,2019.0,Bangalore,Technology,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.","Rohan Sinha, Shashwat Aditya","Ankit Mehrotra, Saurabh Aggarwal",235000.0,Pre-seed,2021,0.235
Perfora,2021.0,Gurugram,E-Commerce & Retail,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.","Tushar Khurana, Jatan Bawa",Sauce.vc,260000.0,Pre-seed,2021,0.26
Unbox Robotics,2019.0,Pune,Technology,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,"Pramod Ghadge, Shahid Memon, Rohit Pitale","3one4 Capital, Sixth Sense Ventures",7000000.0,Series,2021,7.0
Ninety One,2015.0,Ahmedabad,E-Commerce & Retail,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.","Sachin Chopra, Vishal Chopra",A91 Partners,30000000.0,Series,2021,30.0
Gobillion,2020.0,New Delhi,E-Commerce & Retail,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,"Roshan Farhan, Kulapradip Bharali","YCombinator, Justin Mateen, Pioneer Fund",2900000.0,Seed,2021,2.9
